122.595905912676	0.926417116468187	-1.16394689645583	8.30528838645439e-10	1.24095198885643e-10	-1.24293425452853e-10
124.386408746233	1.02363427173364	-0.864085717089353	8.74781697379611e-10	1.28982185531366e-10	-1.28992943238521e-10
127.725304459285	2.72939255361561	-2.31526144131838	6.96346064472945e-10	7.5656202935669e-11	-7.65965281183998e-11
140.104	2.139	-2.692	3.96516168e-10	6.28366176e-11	-6.48780156e-11
143.998	2.215	-1.756	4.89302478e-10	7.42095882e-11	-7.55989632e-11
148.506	2.081	-2.292	4.23655578e-10	6.36721236e-11	-6.4214262e-11
153.189	2.354	-2.602	3.65549436e-10	5.4740349e-11	-5.49455148e-11
157.820	2.135	-2.277	4.0856517e-10	6.10778142e-11	-6.11980956e-11
161.945	1.638	-1.989	2.991214764e-10	6.1421832e-11	-6.14750814e-11
165.545	1.659	-1.962	3.277663362e-10	5.99250348e-11	-5.99803362e-11
169.639	1.917	-2.435	2.708905392e-10	4.95113742e-11	-4.95464634e-11
174.474	2.739	-2.918	2.031229314e-10	3.81873438e-11	-3.8208411e-11
180.317	2.022	-3.104	2.232549324e-10	4.32043812e-11	-4.32307152e-11
185.051	3.216	-2.712	2.0405088e-10	3.72938346e-11	-3.73196556e-11
190.945	2.608	-2.678	2.266278048e-10	4.1419962e-11	-4.14484164e-11
198.522	3.765	-4.969	1.240467516e-10	2.546441028e-11	-2.548098018e-11
206.922	4.509	-4.636	1.215092142e-10	2.42172594e-11	-2.423525544e-11
216.204	3.765	-4.773	1.3632291e-10	2.56471101e-11	-2.56740255e-11
239.712	15.820	-14.268	5.51177118e-11	1.235925072e-11	-1.235925072e-11
263.557	9.526	-8.025	1.04411232e-10	2.284522722e-11	-2.284522722e-11
291.338	16.848	-18.255	5.32043928e-11	1.137211902e-11	-1.137211902e-11
328.660	22.150	-20.474	4.06585332e-11	9.09152622e-12	-9.09152622e-12
378.075	17.867	-27.265	3.8432763e-11	8.63001774e-12	-8.63001774e-12
436.084	27.555	-40.142	2.554279326e-11	5.75984772e-12	-5.75984772e-12
501.593	27.237	-37.954	2.603782458e-11	5.87147652e-12	-5.87147652e-12
550.609	20.845	-21.78	4.0864896e-11	9.1761507e-12	-9.1761507e-12
603.408	33.237	-31.954	2.658743568e-11	5.97016746e-12	-5.97016746e-12
660.814	23.469	-24.17	3.78145638e-11	8.2959966e-12	-8.2959966e-12
710.814	26.124	-26.53	3.39999129e-11	7.43919768e-12	-7.43919768e-12
764.823	34.797	-27.886	2.693141928e-11	6.05591028e-12	-6.05591028e-12
821.916	35.373	-22.295	2.832145434e-11	6.36847776e-12	-6.36847776e-12
886.785	33.187	-29.496	2.86102836e-11	6.27669864e-12	-6.27669864e-12
962.497	42.724	-42.525	2.03003847e-11	4.55841882e-12	-4.55841882e-12
1042.029	43.426	-36.808	2.09230812e-11	4.70484954e-12	-4.70484954e-12
1123.945	36.730	-38.49	2.21823081e-11	5.00206464e-12	-5.00206464e-12
1197.323	46.094	-36.648	2.014857774e-11	4.53069288e-12	-4.53069288e-12
1283.181	30.441	-39.764	2.330823708e-11	5.22649188e-12	-5.22649188e-12
1372.227	41.687	-58.606	1.7433963e-11	3.84018804e-12	-3.84018804e-12
1459.770	26.857	-45.855	2.261125818e-11	5.09161734e-12	-5.09161734e-12
1538.999	47.909	-52.372	1.786669218e-11	3.8433789e-12	-3.8433789e-12
4850.856	98.537	-107.063	6.40965798e-12	1.451213388e-12	-1.451213388e-12
5005.936	56.286	-56.543	7.84416672e-12	1.763246664e-12	-1.763246664e-12
5124.979	62.610	-62.756	7.07325426e-12	1.5916338e-12	-1.5916338e-12
5237.622	62.796	-50.034	7.86513816e-12	1.764243936e-12	-1.764243936e-12
5348.716	74.559	-48.299	7.20850158e-12	1.623779748e-12	-1.623779748e-12
5508.421	60.279	-85.145	6.04354356e-12	1.370037636e-12	-1.370037636e-12
5626.746	62.306	-58.046	7.35865668e-12	1.652370948e-12	-1.652370948e-12
5735.881	43.434	-46.83	9.84532158e-12	2.208423276e-12	-2.208423276e-12
5852.984	86.800	-73.669	5.46363468e-12	1.24253388e-12	-1.24253388e-12
6013.558	84.186	-73.775	5.61593412e-12	1.259720748e-12	-1.259720748e-12
6166.765	86.433	-69.021	5.68957356e-12	1.27892781e-12	-1.27892781e-12
6321.754	79.376	-68.556	5.98175442e-12	1.34744409e-12	-1.34744409e-12
6455.563	73.441	-54.433	6.92573256e-12	1.555159158e-12	-1.555159158e-12
6632.854	79.184	-103.851	4.84951554e-12	1.090095588e-12	-1.090095588e-12
6776.650	50.725	-64.612	7.70446998e-12	1.728204318e-12	-1.728204318e-12
6905.749	57.022	-78.374	6.54775074e-12	1.476497448e-12	-1.476497448e-12
7036.131	49.499	-73.36	7.21648044e-12	1.63073979e-12	-1.63073979e-12
