126.28993144986	0.691003544464451	-0.915615489555549	1.13475848187748e-09	1.6916039840664e-10	-1.69163108976142e-10
127.625443908005	0.721867128684622	-0.644508913681378	1.33230926154688e-09	1.98609470505041e-10	-1.98611991195066e-10
129.062898149629	0.647177841628405	-0.715587112938579	1.33582555223431e-09	1.99133508818905e-10	-1.99135346997098e-10
130.508481011064	0.729810030889524	-0.79840501980749	1.19065710756486e-09	1.77492995310138e-10	-1.77494395988118e-10
131.699140620673	0.548039381166234	-0.460849578718751	1.80139589614222e-09	2.68536737704838e-10	-2.68538988969371e-10
133.084171132938	0.781122846707262	-0.836991131098756	1.34967673103051e-09	1.83668168178187e-10	-1.8367013193815e-10
142.092	0.815	-0.771	1.223575472e-09	1.824000696e-10	-1.824009712e-10
143.673	0.753	-0.767	1.27655976e-09	1.902984776e-10	-1.902996928e-10
145.193	0.681	-0.767	1.319073336e-09	2.006686808e-10	-2.006697e-10
146.529	0.773	-0.655	1.357634768e-09	2.023844256e-10	-2.023854448e-10
148.047	0.782	-0.745	1.270636248e-09	1.894154192e-10	-1.894163992e-10
149.630	1.007	-0.801	1.073023952e-09	1.599570896e-10	-1.599579128e-10
151.562	0.715	-0.925	1.15921652e-09	1.799995792e-10	-1.8000052e-10
153.164	0.864	-0.886	1.124627224e-09	1.710879296e-10	-1.710890272e-10
154.856	0.790	-0.828	1.19877912e-09	1.861427288e-10	-1.861440616e-10
156.727	1.072	-1.082	8.99807776e-10	1.39719384e-10	-1.397204816e-10
158.577	0.870	-0.777	1.195069624e-09	1.818041904e-10	-1.818054448e-10
160.368	0.844	-0.921	1.132663224e-09	1.688476104e-10	-1.688488256e-10
162.201	0.813	-0.989	1.080780848e-09	1.644176184e-10	-1.64418716e-10
163.972	0.800	-0.958	1.086474256e-09	1.652837816e-10	-1.6528484e-10
166.340	1.531	-1.568	6.25646896e-10	9.3266012e-11	-9.32666392e-11
169.085	1.009	-1.213	8.7260376e-10	1.300802216e-10	-1.300811624e-10
171.065	0.968	-0.971	9.99892432e-10	1.490552952e-10	-1.49056432e-10
172.810	0.753	-0.777	1.267308168e-09	1.88919304e-10	-1.889205976e-10
174.464	0.855	-0.901	1.087524816e-09	1.654435608e-10	-1.654445408e-10
176.265	0.906	-0.946	1.031111704e-09	1.56861544e-10	-1.568625632e-10
178.158	1.042	-0.988	9.55149944e-10	1.423854936e-10	-1.423863168e-10
180.466	1.005	-1.265	8.4121632e-10	1.279730256e-10	-1.279737312e-10
182.300	0.815	-0.829	1.143876776e-09	1.776176696e-10	-1.776184144e-10
184.375	1.165	-1.26	7.86517032e-10	1.196516496e-10	-1.196520808e-10
186.650	1.156	-1.11	8.53955536e-10	1.273002752e-10	-1.273007456e-10
189.324	1.201	-1.517	7.01253896e-10	1.066807224e-10	-1.06681036e-10
191.926	1.403	-1.401	6.69488568e-10	1.039561264e-10	-1.039563616e-10
194.798	1.331	-1.469	6.91128144e-10	1.030274e-10	-1.030276352e-10
197.172	1.448	-1.042	7.53534936e-10	1.170065512e-10	-1.170067864e-10
200.079	1.561	-1.459	6.31321096e-10	9.604196e-11	-9.6042156e-11
203.499	1.500	-1.859	5.76151408e-10	8.58876312e-11	-8.58878272e-11
206.359	1.700	-1.36	6.32504152e-10	9.42882304e-11	-9.42884656e-11
209.647	1.603	-1.588	6.06423608e-10	9.04003744e-11	-9.04006096e-11
212.397	1.554	-1.147	7.16672432e-10	1.068353272e-10	-1.068355624e-10
216.093	1.693	-2.142	4.58935176e-10	7.75022416e-11	-7.75023984e-11
219.690	2.098	-1.903	4.6916912e-10	7.28511224e-11	-7.28513184e-11
223.819	1.736	-2.031	5.13927288e-10	7.66118136e-11	-7.66119704e-11
226.860	1.790	-1.306	6.15884136e-10	9.36935664e-11	-9.36938016e-11
230.642	2.006	-1.992	4.84235248e-10	7.21855848e-11	-7.21857808e-11
234.480	1.596	-1.833	5.47611064e-10	8.50313856e-11	-8.50315816e-11
237.412	1.776	-1.336	6.3132188e-10	9.41119872e-11	-9.41122224e-11
241.751	2.445	-2.563	3.97723984e-10	5.9289216e-11	-5.92893336e-11
246.291	1.661	-2.095	3.369288216e-10	6.54139024e-11	-6.54139808e-11
249.923	1.634	-1.971	3.579417072e-10	6.53509472e-11	-6.53510648e-11
253.398	2.256	-1.841	4.72330992e-10	7.041104e-11	-7.04111968e-11
257.860	2.512	-2.206	3.9160506e-10	6.20775512e-11	-6.20776688e-11
262.270	1.420	-1.898	3.888311112e-10	7.09905728e-11	-7.09906904e-11
265.937	2.313	-2.247	4.1800332e-10	6.359024e-11	-6.35903576e-11
270.306	2.078	-2.057	4.60931632e-10	7.01208816e-11	-7.01209992e-11
274.286	2.141	-1.901	3.046627136e-10	5.91495072e-11	-5.91495856e-11
278.108	1.932	-1.681	3.408244784e-10	6.61702272e-11	-6.61703056e-11
282.129	1.728	-2.088	3.304276584e-10	6.21971504e-11	-6.21972288e-11
286.160	2.238	-2.304	2.77620868e-10	5.22572064e-11	-5.22572848e-11
290.075	1.908	-1.677	3.436039152e-10	6.67098544e-11	-6.67099328e-11
294.038	2.026	-2.055	3.16136828e-10	5.7718472e-11	-5.77185112e-11
298.359	2.050	-2.294	2.969756328e-10	5.42201072e-11	-5.42201856e-11
302.585	2.411	-2.176	2.880929912e-10	5.2598364e-11	-5.25984424e-11
307.577	2.486	-2.581	2.620075864e-10	4.78358384e-11	-4.78358776e-11
328.477	9.269	-8.283	2.027035136e-10	4.35502592e-11	-4.35502592e-11
344.755	5.527	-7.009	2.596036464e-10	5.8049124e-11	-5.8049124e-11
365.033	10.323	-14.75	1.408052632e-10	3.021271792e-11	-3.021271792e-11
389.814	10.615	-14.458	1.301121696e-10	2.925839e-11	-2.925839e-11
414.495	18.529	-14.067	9.93126904e-11	2.239577144e-11	-2.239577144e-11
445.976	19.643	-12.952	9.81707944e-11	2.210694584e-11	-2.210694584e-11
476.598	14.095	-10.978	1.277170496e-10	2.876042848e-11	-2.876042848e-11
509.827	15.968	-19.135	1.006627384e-10	2.171091608e-11	-2.171091608e-11
550.930	25.012	-25.135	6.49392296e-11	1.458231376e-11	-1.458231376e-11
586.833	11.674	-10.892	1.51720464e-10	3.319696296e-11	-3.319696296e-11
612.025	9.049	-13.517	1.499510936e-10	3.285389632e-11	-3.285389632e-11
631.089	7.536	-10.016	1.845266696e-10	4.13194656e-11	-4.13194656e-11
645.967	7.701	-7.343	2.442910288e-10	5.10629784e-11	-5.10629784e-11
663.365	7.855	-9.697	2.236120096e-10	4.57517312e-11	-4.57517312e-11
679.413	6.850	-8.194	2.379633256e-10	5.07988488e-11	-5.07988488e-11
699.066	9.764	-12.802	1.508271744e-10	3.317955032e-11	-3.317955032e-11
